type,reason,image,actual_class,predicted_class,iou,det_conf,class_conf,xmin,ymin,xmax,ymax
false_positive,fp_duplicate_or_unmatched,636dt.jpg,tls-g,tls-g,0.5075,0.184916,0.963013,315.27,305.33,363.81,412.35
false_positive,fp_no_gt_iou50,925bt.jpg,,tls-e,0.2351,0.19421,0.915965,240.52,316.64,279.88,417.6
false_positive,fp_no_gt_iou50,426d.jpg,,sls-15,0.427,0.191777,0.924552,1023.31,481.58,1071.15,526.73
false_positive,fp_no_gt_iou50,641t.jpg,,tls-g,0.2557,0.181855,0.973128,486.33,443.55,515.09,506.37
false_positive,fp_wrong_class,909et.jpg,tls-y,tls-g,0.6227,0.193765,0.913033,490.39,122.44,597.59,168.0
false_positive,fp_duplicate_or_unmatched,495lt.jpg,tls-g,tls-g,0.528,0.184187,0.96032,479.07,211.32,565.84,257.19
false_positive,fp_no_gt_iou50,780ct.jpg,,tls-c,0.3574,0.191126,0.924532,501.08,178.32,537.05,267.95
false_positive,fp_no_gt_iou50,494ft.jpg,,tls-g,0.0,0.193393,0.910819,909.84,468.66,990.76,504.6
false_positive,fp_no_gt_iou50,496it.jpg,,tls-g,0.0,0.194932,0.903213,1654.73,557.82,1698.03,660.14
false_positive,fp_no_gt_iou50,421et.jpg,,tls-e,0.0367,0.185579,0.943682,499.15,126.35,536.76,226.22
false_positive,fp_no_gt_iou50,912t.jpg,,tls-y,0.2633,0.191106,0.91633,34.14,330.44,66.18,398.17
false_positive,fp_no_gt_iou50,563dt.jpg,,tls-g,0.4882,0.189632,0.922436,683.45,289.02,716.95,359.32
false_positive,fp_no_gt_iou50,957ft.jpg,,tls-g,0.0,0.180666,0.966376,1260.18,252.84,1303.51,371.85
false_positive,fp_no_gt_iou50,916c.jpg,,sls-40,0.4595,0.178396,0.977387,299.8,339.35,339.21,374.81
false_positive,fp_no_gt_iou50,874c.jpg,,sls-40,0.269,0.186164,0.932803,138.93,377.46,174.56,417.53
false_positive,fp_no_gt_iou50,563et.jpg,,tls-g,0.1864,0.196662,0.881675,403.11,131.0,453.46,216.61
false_positive,fp_no_gt_iou50,685dt.jpg,,tls-g,0.477,0.18755,0.923577,1072.71,291.59,1130.69,430.98
false_positive,fp_no_gt_iou50,656c.jpg,,tls-g,0.184,0.189966,0.910993,76.97,305.26,121.52,385.04
false_positive,fp_no_gt_iou50,496jt.jpg,,tls-g,0.1394,0.186304,0.925878,22.88,346.51,68.37,456.76
false_positive,fp_no_gt_iou50,752d.jpg,,sls-15,0.2867,0.19255,0.894257,52.26,385.74,97.46,464.07
false_positive,fp_no_gt_iou50,495mt.jpg,,tls-g,0.052,0.176732,0.973716,0.13,369.51,37.87,459.97
false_positive,fp_no_gt_iou50,719dt.jpg,,tls-g,0.1612,0.180826,0.945911,1104.47,360.96,1136.02,445.27
false_positive,fp_no_gt_iou50,726t.jpg,,tls-g,0.3287,0.183388,0.932227,867.43,419.85,895.66,496.17
false_positive,fp_no_gt_iou50,437c.jpg,,sls-80,0.0,0.194142,0.880418,547.33,603.7,605.82,662.2
false_positive,fp_no_gt_iou50,609ft.jpg,,tls-g,0.3962,0.175365,0.972846,595.88,227.86,628.04,322.73
false_positive,fp_no_gt_iou50,752b.jpg,,sls-15,0.2928,0.183787,0.92464,338.47,481.26,376.1,522.51
false_positive,fp_no_gt_iou50,378c.jpg,,sls-15,0.0,0.187326,0.90604,1044.08,479.71,1091.9,525.64
false_positive,fp_no_gt_iou50,1978t.jpg,,tls-e,0.0361,0.176182,0.961139,1060.66,311.73,1121.17,359.5
false_positive,fp_duplicate_or_unmatched,836t.jpg,tls-e,tls-e,0.7271,0.175613,0.964038,527.14,78.73,566.28,170.75
false_positive,fp_no_gt_iou50,957ft.jpg,,tls-g,0.1265,0.173558,0.97507,1241.79,252.0,1286.21,371.88
false_positive,fp_no_gt_iou50,752c.jpg,,sls-15,0.3291,0.177834,0.946871,170.07,427.56,218.44,486.59
false_positive,fp_no_gt_iou50,428c.jpg,,sls-100,0.1749,0.171446,0.980836,252.09,465.78,321.27,532.76
false_positive,fp_duplicate_or_unmatched,711t.jpg,tls-g,tls-g,0.6386,0.17635,0.952631,1492.6,565.08,1530.97,655.05
false_positive,fp_no_gt_iou50,958t.jpg,,tls-g,0.4231,0.181598,0.923274,755.51,243.59,835.0,280.29
false_positive,fp_other_sign_overlap,1033ct.jpg,other_sign,tls-g,0.6634,0.180095,0.924673,1066.96,375.26,1175.6,464.11
false_positive,fp_no_gt_iou50,1104c.jpg,,sls-40,0.0,0.183058,0.907935,178.58,415.42,235.68,471.22
false_positive,fp_no_gt_iou50,427gt.jpg,,tls-y,0.0,0.172903,0.960235,904.71,607.06,940.91,678.77
false_positive,fp_no_gt_iou50,916c.jpg,,sls-40,0.2955,0.170034,0.972932,288.64,338.41,328.54,373.58
false_positive,fp_no_gt_iou50,428c.jpg,,sls-100,0.2623,0.177881,0.926279,260.09,466.0,330.34,534.28
false_positive,fp_no_gt_iou50,924at.jpg,,tls-y,0.2885,0.179736,0.910998,362.94,311.88,391.2,392.3
false_positive,fp_duplicate_or_unmatched,844.jpg,sls-100,sls-100,0.6396,0.167227,0.978852,297.1,397.71,346.34,450.56
false_positive,fp_duplicate_or_unmatched,587it.jpg,tls-g,tls-g,0.8681,0.17333,0.942482,716.27,152.62,755.65,260.32
false_positive,fp_no_gt_iou50,496jt.jpg,,tls-g,0.0718,0.175597,0.928684,16.71,343.23,63.44,455.26
false_positive,fp_no_gt_iou50,461nt.jpg,,tls-y,0.4703,0.173231,0.939162,1141.95,359.81,1171.72,436.47
false_positive,fp_no_gt_iou50,745dt.jpg,,tls-g,0.2768,0.166138,0.970033,1040.36,288.43,1121.15,450.57
false_positive,fp_no_gt_iou50,845.jpg,,sls-100,0.2164,0.166751,0.962971,269.41,414.01,307.9,452.28
false_positive,fp_no_gt_iou50,508jt.jpg,,tls-g,0.0,0.165122,0.968499,180.04,426.5,212.38,512.13
false_positive,fp_no_gt_iou50,495it.jpg,,tls-g,0.288,0.168643,0.947444,1177.78,468.69,1234.9,502.08
false_positive,fp_no_gt_iou50,496jt.jpg,,tls-g,0.1897,0.170372,0.934512,26.18,346.51,71.8,456.24
false_positive,fp_no_gt_iou50,845c.jpg,,sls-100,0.4212,0.164811,0.965036,200.07,400.09,244.0,445.11
false_positive,fp_no_gt_iou50,712dt.jpg,,tls-c,0.4397,0.170039,0.93454,941.19,435.75,967.62,511.6
false_positive,fp_no_gt_iou50,730c.jpg,,sls-50,0.3075,0.174925,0.907742,86.83,428.23,117.85,469.37
false_positive,fp_no_gt_iou50,810c.jpg,,tls-g,0.2218,0.17538,0.900138,135.35,345.63,189.24,439.71
false_positive,fp_no_gt_iou50,428c.jpg,,sls-100,0.2298,0.165104,0.95604,257.45,462.84,325.23,529.84
false_positive,fp_no_gt_iou50,508nt.jpg,,tls-g,0.3223,0.163431,0.96288,99.75,240.68,179.68,430.75
false_positive,fp_other_sign_overlap,986.jpg,other_sign,tls-g,0.5919,0.177309,0.885097,333.32,268.01,403.34,340.98
false_positive,fp_no_gt_iou50,904d.jpg,,sls-40,0.3412,0.168006,0.933989,917.03,320.45,965.72,362.76
false_positive,fp_no_gt_iou50,1052dt.jpg,,tls-g,0.2836,0.164086,0.950728,845.71,295.58,924.74,321.51
false_positive,fp_no_gt_iou50,1313d.jpg,,tls-g,0.0,0.173467,0.898664,84.95,389.63,161.15,474.6
false_positive,fp_no_gt_iou50,437d.jpg,,sls-80,0.3835,0.1653,0.939366,209.94,400.37,281.93,465.34
false_positive,fp_no_gt_iou50,500d.jpg,,sls-50,0.3593,0.160277,0.967924,124.38,334.68,169.63,389.87
false_positive,fp_other_sign_overlap,551d.jpg,other_sign,tls-r,0.6925,0.172281,0.896844,1032.94,373.63,1120.11,460.54
false_positive,fp_no_gt_iou50,810c.jpg,,tls-g,0.3237,0.166836,0.92558,143.15,346.76,197.05,438.83
false_positive,fp_duplicate_or_unmatched,736t.jpg,tls-g,tls-g,0.5262,0.162067,0.952283,800.58,408.91,826.7,485.04
false_positive,fp_duplicate_or_unmatched,1854at.jpg,tls-e,tls-e,0.9011,0.162781,0.947719,754.06,386.79,783.31,463.38
false_positive,fp_duplicate_or_unmatched,910ct.jpg,tls-g,tls-g,0.6551,0.161439,0.954398,372.56,98.54,479.03,147.41
false_positive,fp_no_gt_iou50,467et.jpg,,tls-g,0.0217,0.171029,0.900104,958.57,442.89,983.0,515.1
false_positive,fp_no_gt_iou50,972bt.jpg,,tls-e,0.0,0.164307,0.93399,1083.02,316.93,1109.35,394.11
false_positive,fp_no_gt_iou50,761c.jpg,,sls-80,0.3229,0.164159,0.927499,179.35,468.07,229.23,524.52
false_positive,fp_no_gt_iou50,752b.jpg,,sls-15,0.4827,0.164281,0.926138,347.38,481.48,386.01,523.58
false_positive,fp_no_gt_iou50,719dt.jpg,,tls-g,0.3468,0.153679,0.989317,1096.41,360.02,1127.87,441.92
false_positive,fp_wrong_class,494kt.jpg,tls-e,tls-g,0.6132,0.161865,0.932035,505.61,120.31,600.63,172.53
false_positive,fp_duplicate_or_unmatched,508it.jpg,tls-g,tls-g,0.5196,0.155809,0.965307,1037.29,252.56,1146.25,292.41
false_positive,fp_duplicate_or_unmatched,724t.jpg,tls-g,tls-g,0.6236,0.160662,0.934128,284.45,441.08,311.98,504.32
false_positive,fp_no_gt_iou50,435g.jpg,,sls-80,0.4121,0.169652,0.883082,325.0,425.53,381.7,476.95
false_positive,fp_no_gt_iou50,843a.jpg,,sls-100,0.0,0.156969,0.952122,584.82,561.44,629.43,607.18
false_positive,fp_duplicate_or_unmatched,736ct.jpg,tls-g,tls-g,0.702,0.156359,0.952951,843.04,378.72,874.91,468.53
false_positive,fp_no_gt_iou50,468gt.jpg,,tls-g,0.0,0.162179,0.916995,1521.55,440.38,1576.6,577.0
false_positive,fp_no_gt_iou50,421dt.jpg,,tls-e,0.1147,0.157219,0.945693,525.15,255.18,551.51,325.54
false_positive,fp_no_gt_iou50,718t.jpg,,tls-g,0.1729,0.152769,0.972777,289.47,441.1,318.49,506.27
false_positive,fp_duplicate_or_unmatched,1975t.jpg,tls-g,tls-g,0.8743,0.162993,0.911489,704.49,369.66,784.23,401.83
false_positive,fp_no_gt_iou50,870d.jpg,,sls-40,0.4537,0.163727,0.896242,89.78,398.9,127.72,445.43
false_positive,fp_no_gt_iou50,894b.jpg,,sls-40,0.4065,0.151684,0.967069,880.11,329.03,917.94,367.42
false_positive,fp_no_gt_iou50,461nt.jpg,,tls-y,0.2763,0.159825,0.917725,1135.3,359.06,1164.16,438.02
false_positive,fp_no_gt_iou50,628ft.jpg,,tls-g,0.4801,0.150308,0.975293,1253.47,353.23,1306.21,466.84
false_positive,fp_no_gt_iou50,1859at.jpg,,tls-g,0.0,0.157836,0.928334,1249.95,450.24,1282.46,510.2
false_positive,fp_duplicate_or_unmatched,563et.jpg,tls-g,tls-g,0.5587,0.151425,0.963328,124.93,331.77,169.19,422.32
false_positive,fp_no_gt_iou50,484nt.jpg,,tls-g,0.0,0.154494,0.943413,1134.95,432.94,1217.72,470.68
false_positive,fp_no_gt_iou50,957at.jpg,,tls-e,0.2459,0.159968,0.910529,962.79,328.7,987.79,401.63
false_positive,fp_no_gt_iou50,1286b.jpg,,sls-50,0.0,0.153463,0.949077,379.8,503.25,426.86,548.45
false_positive,fp_no_gt_iou50,909dt.jpg,,tls-g,0.3271,0.16176,0.897966,521.23,149.48,609.01,188.04
false_positive,fp_no_gt_iou50,1033ft.jpg,,tls-g,0.4379,0.153778,0.943354,1097.05,63.28,1176.4,219.46
false_positive,fp_no_gt_iou50,975d.jpg,,sls-50,0.4031,0.15087,0.959859,76.17,248.63,125.13,299.57
false_positive,fp_no_gt_iou50,882t.jpg,,tls-g,0.3608,0.154333,0.936698,262.93,315.81,294.24,383.43
false_positive,fp_no_gt_iou50,587jt.jpg,,tls-g,0.2762,0.154637,0.932577,692.98,53.4,744.48,189.29
false_positive,fp_duplicate_or_unmatched,461ot.jpg,tls-y,tls-y,0.571,0.151431,0.9461,215.87,313.2,251.9,385.26
false_positive,fp_no_gt_iou50,956dt.jpg,,tls-g,0.1302,0.158117,0.905932,308.11,286.0,341.73,375.09
false_positive,fp_duplicate_or_unmatched,911t.jpg,tls-g,tls-g,0.7282,0.151599,0.944225,1011.71,378.25,1070.42,412.91
false_positive,fp_no_gt_iou50,761.jpg,,sls-80,0.2873,0.15785,0.906701,282.83,495.83,322.23,535.29
false_positive,fp_duplicate_or_unmatched,735t.jpg,tls-g,tls-g,0.9328,0.158008,0.904372,851.28,407.95,881.3,486.43
false_positive,fp_no_gt_iou50,501f.jpg,,sls-40,0.2271,0.150185,0.950518,68.32,311.83,121.68,362.83
false_positive,fp_no_gt_iou50,738t.jpg,,tls-g,0.3717,0.159163,0.895997,360.01,387.51,390.31,461.92
false_positive,fp_duplicate_or_unmatched,494ht.jpg,tls-g,tls-g,0.5883,0.1503,0.948326,565.61,270.42,649.44,305.66
false_positive,fp_no_gt_iou50,609ft.jpg,,tls-g,0.4379,0.158469,0.898368,450.55,236.22,481.26,323.32
false_positive,fp_no_gt_iou50,724t.jpg,,tls-g,0.1715,0.150362,0.938496,820.45,444.25,845.86,518.55
false_positive,fp_no_gt_iou50,1131c.jpg,,sls-40,0.0,0.150952,0.924627,158.78,398.17,227.6,455.13
false_positive,fp_no_gt_iou50,427gt.jpg,,tls-y,0.1193,0.153004,0.909157,235.84,439.43,270.51,518.63
false_positive,fp_no_gt_iou50,495kt.jpg,,tls-g,0.4983,0.152368,0.908792,481.81,250.39,551.49,288.83
false_positive,fp_no_gt_iou50,656.jpg,,tls-g,0.1546,0.153689,0.897428,129.84,322.97,167.39,398.57
false_negative,fn_missed_known,427jt.jpg,tls-e,,,,,155.25,369.0,200.25,493.5
false_negative,fn_missed_known,427jt.jpg,tls-e,,,,,869.25,413.25,902.25,491.25
false_negative,fn_missed_known,416et.jpg,tls-g,,,,,501.75,414.0,525.75,468.0
false_negative,fn_missed_known,508ct.jpg,tls-g,,,,,417.75,419.25,447.75,489.75
false_negative,fn_missed_known,745at.jpg,tls-g,,,,,816.75,468.0,837.75,528.75
false_negative,fn_missed_known,1014t.jpg,tls-r,,,,,859.5,315.75,893.25,427.5
false_negative,fn_missed_known,832d.jpg,sls-50,,,,,135.0,240.75,173.25,297.75
false_negative,fn_missed_known,712t.jpg,tls-c,,,,,867.75,442.5,891.0,502.5
false_negative,fn_missed_known,857a.jpg,sls-70,,,,,942.75,426.0,977.25,459.0
false_negative,fn_missed_known,1110d.jpg,sls-40,,,,,184.0,387.0,282.0,495.0
false_negative,fn_missed_known,508jt.jpg,tls-g,,,,,218.25,450.0,239.25,508.5
false_negative,fn_missed_known,508jt.jpg,tls-g,,,,,990.0,279.0,1032.75,418.5
false_negative,fn_missed_known,508jt.jpg,tls-g,,,,,1057.5,146.25,1160.25,195.75
false_negative,fn_missed_known,508jt.jpg,tls-g,,,,,1239.75,132.0,1363.5,171.75
false_negative,fn_missed_known,train_504.jpg,no honking,,,,,464.0,387.0,506.0,434.0
false_negative,fn_missed_known,428a.jpg,sls-100,,,,,480.0,499.5,517.5,537.75
false_negative,fn_missed_known,2005c.jpg,sls-50,,,,,135.0,409.0,210.0,501.0
false_negative,fn_missed_known,1033dt.jpg,tls-g,,,,,864.0,305.25,891.0,400.5
false_negative,fn_missed_known,628ft.jpg,tls-g,,,,,136.5,360.0,184.5,469.5
false_negative,fn_missed_known,628ft.jpg,tls-g,,,,,1241.25,358.5,1287.75,459.75
false_negative,fn_missed_known,628ft.jpg,tls-g,,,,,482.25,224.25,558.0,257.25
false_negative,fn_missed_known,628ft.jpg,tls-g,,,,,682.5,225.0,759.75,255.75
false_negative,fn_missed_known,628ft.jpg,tls-g,,,,,844.5,231.0,921.75,260.25
false_negative,fn_missed_known,958t.jpg,tls-g,,,,,516.0,328.5,546.0,420.0
false_negative,fn_missed_known,498et.jpg,tls-g,,,,,1739.0,258.0,1839.0,327.0
false_negative,fn_missed_known,2137.jpg,sls-70,,,,,359.0,447.0,440.0,533.0
false_negative,fn_missed_known,1356b.jpg,sls-50,,,,,577.0,399.0,624.0,444.0
false_negative,fn_missed_known,1954t.jpg,tls-g,,,,,574.0,301.0,691.0,343.0
false_negative,fn_missed_known,2120c.jpg,sls-60,,,,,20.0,457.0,74.0,526.0
false_negative,fn_missed_known,1200c.jpg,sls-60,,,,,184.0,464.0,275.0,568.0
false_negative,fn_missed_known,498gt.jpg,tls-g,,,,,1452.0,611.0,1485.0,684.0
false_negative,fn_missed_known,train_753.jpg,no honking,,,,,395.0,406.0,479.0,482.0
false_negative,fn_missed_known,421dt.jpg,tls-e,,,,,501.0,255.75,531.0,326.25
false_negative,fn_missed_known,421dt.jpg,tls-e,,,,,600.75,249.0,625.5,324.0
false_negative,fn_missed_known,966gt.jpg,tls-r,,,,,148.5,111.75,227.25,172.5
false_negative,fn_missed_known,966gt.jpg,tls-r,,,,,326.25,189.0,384.75,238.5
false_negative,fn_missed_known,974bt.jpg,tls-e,,,,,312.0,348.0,342.75,418.5
false_negative,fn_missed_known,1354d.jpg,sls-70,,,,,53.0,314.0,123.0,416.0
false_negative,fn_missed_known,785at.jpg,tls-g,,,,,344.25,407.25,375.75,482.25
false_negative,fn_missed_known,1033t.jpg,tls-g,,,,,950.25,202.5,1001.25,359.25
false_negative,fn_missed_known,752d.jpg,sls-15,,,,,76.5,380.25,117.0,456.0
false_negative,fn_missed_known,435g.jpg,sls-80,,,,,347.25,422.25,400.5,481.5
false_negative,fn_missed_known,2173b.jpg,sls-70,,,,,293.0,534.0,337.0,584.0
false_negative,fn_missed_known,878t.jpg,tls-y,,,,,1188.75,258.75,1219.5,341.25
false_negative,fn_missed_known,1374d.jpg,sls-40,,,,,63.0,232.0,146.0,346.0
false_negative,fn_missed_known,2233.jpg,sls-100,,,,,391.0,557.0,471.0,648.0
false_negative,fn_missed_known,338a.jpg,sls-60,,,,,717.0,683.0,762.0,728.0
false_negative,fn_missed_known,1200a.jpg,sls-60,,,,,583.0,612.0,636.0,662.0
false_negative,fn_missed_known,1199.jpg,sls-40,,,,,358.0,508.0,440.0,595.0
false_negative,fn_missed_known,927b.jpg,sls-40,,,,,352.5,301.5,402.0,346.5
false_negative,fn_missed_known,782bt.jpg,tls-e,,,,,888.75,373.5,924.75,476.25
false_negative,fn_missed_known,782bt.jpg,tls-e,,,,,554.25,130.5,586.5,222.0
false_negative,fn_missed_known,636dt.jpg,tls-g,,,,,1332.0,389.25,1365.0,479.25
false_negative,fn_missed_known,636dt.jpg,tls-g,,,,,623.25,47.25,721.5,94.5
false_negative,fn_missed_known,636dt.jpg,tls-g,,,,,913.5,51.75,1010.25,98.25
false_negative,fn_missed_known,636dt.jpg,tls-g,,,,,1109.25,92.25,1191.75,142.5
false_negative,fn_missed_known,20d.jpg,sls-60,,,,,295.0,373.0,383.0,469.0
false_negative,fn_missed_known,966ht.jpg,tls-r,,,,,429.75,138.75,504.0,192.0
false_negative,fn_missed_known,966ht.jpg,tls-r,,,,,171.75,33.0,283.5,100.5
false_negative,fn_missed_known,1876d.jpg,sls-40,,,,,1761.0,549.0,1840.0,665.0
false_negative,fn_missed_known,426c.jpg,sls-15,,,,,949.5,492.75,983.25,526.5
false_negative,fn_missed_known,1028at.jpg,tls-r,,,,,215.25,191.25,276.75,351.0
false_negative,fn_missed_known,769d.jpg,sls-100,,,,,80.25,436.5,129.0,507.75
false_negative,fn_missed_known,762c.jpg,sls-80,,,,,159.75,435.75,221.25,508.5
false_negative,fn_missed_known,735t.jpg,tls-g,,,,,186.0,404.25,215.25,471.0
false_negative,fn_missed_known,967bt.jpg,tls-g,,,,,382.5,353.25,414.75,420.75
false_negative,fn_missed_known,983bt.jpg,tls-r,,,,,243.75,321.75,274.5,390.0
false_negative,fn_missed_known,1878a.jpg,sls-15,,,,,1464.0,639.0,1514.0,692.0
false_negative,fn_missed_known,427ht.jpg,tls-y,,,,,249.0,425.25,279.0,504.75
false_negative,fn_missed_known,1110c.jpg,sls-40,,,,,333.0,467.0,423.0,557.0
false_negative,fn_missed_known,715bt.jpg,tls-g,,,,,565.5,394.5,625.5,418.5
false_negative,fn_missed_known,872d.jpg,sls-80,,,,,92.25,371.25,133.5,425.25
false_negative,fn_missed_known,371.jpg,sls-50,,,,,487.0,559.0,528.0,612.0
false_negative,fn_missed_known,1130c.jpg,sls-50,,,,,319.0,500.0,395.0,582.0
false_negative,fn_missed_known,719dt.jpg,tls-g,,,,,1084.5,344.25,1113.75,444.75
false_negative,fn_missed_known,1255.jpg,sls-40,,,,,390.0,580.0,455.0,656.0
false_negative,fn_missed_known,776d.jpg,sls-15,,,,,1282.5,438.75,1332.0,499.5
false_negative,fn_missed_known,442e.jpg,sls-60,,,,,141.75,443.25,204.75,516.0
false_negative,fn_missed_known,442e.jpg,sls-60,,,,,1327.5,414.0,1382.25,500.25
false_negative,fn_missed_known,1200b.jpg,sls-60,,,,,456.0,569.0,524.0,639.0
false_negative,fn_missed_known,1015t.jpg,tls-e,,,,,1129.5,180.0,1212.75,351.0
false_negative,fn_missed_known,2037t.jpg,tls-g,,,,,356.0,526.0,390.0,604.0
false_negative,fn_missed_known,2037t.jpg,tls-g,,,,,1163.0,527.0,1193.0,610.0
false_negative,fn_missed_known,2037t.jpg,tls-g,,,,,836.0,464.0,859.0,521.0
false_negative,fn_missed_known,436c.jpg,sls-80,,,,,320.25,455.25,350.25,492.75
false_negative,fn_missed_known,1105.jpg,sls-40,,,,,410.0,598.0,466.0,657.0
false_negative,fn_missed_known,426e.jpg,sls-15,,,,,1139.25,456.75,1188.0,510.0
false_negative,fn_missed_known,441d.jpg,sls-70,,,,,337.5,471.75,385.5,526.5
false_negative,fn_missed_known,441d.jpg,sls-70,,,,,1317.75,411.75,1375.5,492.75
false_negative,fn_missed_known,910t.jpg,tls-g,,,,,348.75,207.75,417.75,237.0
false_negative,fn_missed_known,910t.jpg,tls-g,,,,,463.5,200.25,536.25,228.75
false_negative,fn_missed_known,910t.jpg,tls-g,,,,,851.25,200.25,927.0,233.25
false_negative,fn_missed_known,910t.jpg,tls-g,,,,,961.5,207.75,1034.25,245.25
false_negative,fn_missed_known,924bt.jpg,tls-e,,,,,317.25,299.25,360.0,405.0
false_negative,fn_missed_known,924ct.jpg,tls-y,,,,,741.0,239.25,807.75,267.75
false_negative,fn_missed_known,924ct.jpg,tls-y,,,,,863.25,237.0,953.25,263.25
false_negative,fn_missed_known,924ct.jpg,tls-e,,,,,682.5,313.5,707.25,402.0
false_negative,fn_missed_known,924ct.jpg,tls-e,,,,,660.75,317.25,679.5,402.75
false_negative,fn_missed_known,379d.jpg,sls-100,,,,,84.0,539.0,198.0,683.0
false_negative,fn_missed_known,1081dt.jpg,tls-g,,,,,634.0,473.0,710.0,619.0
false_negative,fn_missed_known,1081dt.jpg,tls-g,,,,,815.0,167.0,938.0,221.0
false_negative,fn_missed_known,1081dt.jpg,tls-g,,,,,1138.0,191.0,1259.0,252.0
false_negative,fn_missed_known,1081dt.jpg,tls-g,,,,,1589.0,255.0,1676.0,312.0
false_negative,fn_missed_known,1081dt.jpg,tls-g,,,,,1774.0,301.0,1842.0,349.0
false_negative,fn_missed_known,729gt.jpg,tls-y,,,,,402.0,274.5,427.5,333.0
false_negative,fn_missed_known,729gt.jpg,tls-e,,,,,647.25,272.25,677.25,333.0
false_negative,fn_missed_known,729gt.jpg,tls-y,,,,,825.75,408.0,853.5,472.5
false_negative,fn_missed_known,462it.jpg,tls-e,,,,,369.0,405.0,394.5,465.75
false_negative,fn_missed_known,859c.jpg,sls-40,,,,,326.25,375.75,375.75,429.75
false_negative,fn_missed_known,859c.jpg,sls-40,,,,,1204.5,384.75,1255.5,448.5
false_negative,fn_missed_known,911t.jpg,tls-g,,,,,558.0,369.0,633.0,396.0
false_negative,fn_missed_known,911t.jpg,tls-g,,,,,1116.0,390.0,1184.0,424.0
false_negative,fn_missed_known,911t.jpg,tls-e,,,,,1355.0,522.0,1383.0,592.0
false_negative,fn_missed_known,957t.jpg,tls-r,,,,,1097.25,297.0,1125.75,399.0
false_negative,fn_missed_known,957t.jpg,tls-r,,,,,856.5,162.75,962.25,205.5
false_negative,fn_missed_known,587gt.jpg,tls-g,,,,,720.0,321.75,743.25,391.5
false_negative,fn_missed_known,894c.jpg,sls-40,,,,,1084.5,209.25,1155.0,285.0
false_negative,fn_missed_known,427mt.jpg,tls-y,,,,,117.75,323.25,166.5,472.5
false_negative,fn_missed_known,427mt.jpg,tls-y,,,,,1008.0,375.75,1042.5,465.75
false_negative,fn_missed_known,338b.jpg,sls-60,,,,,692.0,669.0,743.0,720.0
false_negative,fn_missed_known,428b.jpg,sls-100,,,,,447.75,492.75,492.0,536.25
false_negative,fn_missed_known,428c.jpg,sls-100,,,,,300.0,461.25,363.75,528.0
false_negative,fn_missed_known,916f.jpg,sls-40,,,,,76.5,237.75,123.75,292.5
false_negative,fn_missed_known,428.jpg,sls-100,,,,,396.0,480.75,447.75,532.5
false_negative,fn_missed_known,966at.jpg,tls-r,,,,,452.25,339.75,475.5,411.75
false_negative,fn_missed_known,685dt.jpg,tls-g,,,,,1047.0,294.0,1125.0,474.75
false_negative,fn_missed_known,726t.jpg,tls-g,,,,,879.75,432.75,905.25,488.25
false_negative,fn_missed_known,726t.jpg,tls-g,,,,,222.75,418.5,246.75,467.25
false_negative,fn_missed_known,1914at.jpg,tls-y,,,,,1481.0,437.0,1540.0,578.0
false_negative,fn_missed_known,861c.jpg,sls-15,,,,,1329.75,409.5,1357.5,451.5
false_negative,fn_missed_known,1199c.jpg,sls-40,,,,,197.0,442.0,293.0,546.0
false_negative,fn_missed_known,416gt.jpg,tls-g,,,,,400.5,351.0,443.25,434.25
false_negative,fn_missed_known,498kt.jpg,tls-g,,,,,88.5,324.0,142.5,441.0
false_negative,fn_missed_known,715at.jpg,tls-e,,,,,575.25,407.25,633.0,432.0
false_negative,fn_missed_known,856a.jpg,sls-80,,,,,482.25,424.5,516.75,459.0
false_negative,fn_missed_known,912ct.jpg,tls-e,,,,,123.75,344.25,150.0,411.75
false_negative,fn_missed_known,912ct.jpg,tls-e,,,,,324.0,220.5,387.0,246.75
false_negative,fn_missed_known,912ct.jpg,tls-e,,,,,396.0,213.75,464.25,243.75
false_negative,fn_missed_known,912ct.jpg,tls-e,,,,,924.0,224.25,993.75,254.25
false_negative,fn_missed_known,912ct.jpg,tls-e,,,,,1004.25,229.5,1070.25,258.75
false_negative,fn_missed_known,782at.jpg,tls-e,,,,,546.0,288.0,567.0,346.5
false_negative,fn_missed_known,782at.jpg,tls-e,,,,,742.5,447.75,762.75,506.25
false_negative,fn_missed_known,1111d.jpg,sls-60,,,,,109.0,392.0,211.0,503.0
false_negative,fn_missed_known,557d.jpg,sls-50,,,,,64.5,327.0,121.5,399.75
false_negative,fn_missed_known,729ft.jpg,tls-y,,,,,976.5,277.5,1041.0,452.25
false_negative,fn_missed_known,1015ct.jpg,tls-e,,,,,1212.75,117.0,1323.75,328.5
false_negative,fn_missed_known,428d.jpg,sls-100,,,,,155.25,427.5,231.75,518.25
false_negative,fn_missed_known,894d.jpg,sls-40,,,,,1596.0,196.0,1701.0,315.0
false_negative,fn_missed_known,500e.jpg,sls-40,,,,,154.5,324.75,201.0,375.0
false_negative,fn_missed_known,859b.jpg,sls-40,,,,,440.25,404.25,477.0,441.75
false_negative,fn_missed_known,587ct.jpg,tls-g,,,,,717.75,352.5,738.0,411.75
false_negative,fn_missed_known,587ct.jpg,tls-e,,,,,474.75,444.0,495.0,504.0
false_negative,fn_missed_known,969a.jpg,sls-50,,,,,303.75,321.0,339.0,356.25
false_negative,fn_missed_known,442.jpg,sls-60,,,,,642.0,674.0,686.0,717.0
